stop_id,route_id,delay_at_stop_min,missed_time_window,distance_from_prev_km,planned_travel_min,stop_sequence,road_type,hour_of_day,day_of_week,traffic_level,weather_condition,is_rush_hour,precipitation_mm,hist_delay_probability,cumulative_delay_min,prev_stop_delay_min,time_window_slack_min,stop_progress_ratio,planned_speed_kmh,hist_slack_min,is_high_risk_weather,is_urban_road,traffic_weather_risk
STP-96799,RT-0022,1.4,0,12.18,8.1,9,0,23,3,1,0,0.0,20.6,0.25,20.5,2.8,89.0,0.9,90.22222222222223,74.89,0,0,3
STP-35200,RT-0022,5.7,0,32.35,21.6,10,0,0,4,1,0,0.0,21.3,0.25,21.9,1.4,61.0,1.0,89.8611111111111,45.08,0,0,3
STP-72793,RT-0023,1.9,0,48.19,44.5,1,2,15,1,3,5,0.0,22.2,0.133,0.0,0.0,68.0,0.1,64.9752808988764,58.7,0,0,4
STP-16653,RT-0023,6.3,0,34.04,31.4,2,2,16,1,3,5,0.0,0.0,0.133,1.9,1.9,67.0,0.2,65.04458598726114,47.510000000000005,0,0,4
STP-28018,RT-0023,7.3,0,44.35,40.9,3,2,16,1,3,5,0.0,0.0,0.133,8.2,6.3,82.0,0.3,65.06112469437653,62.510000000000005,0,0,4
STP-94659,RT-0023,2.5,0,11.85,10.9,4,2,17,1,3,5,0.0,4.4,0.133,15.5,7.3,71.0,0.4,65.22935779816514,51.510000000000005,0,0,4
STP-14763,RT-0023,12.4,0,65.44,60.4,5,2,18,1,3,5,1.0,0.0,0.133,18.0,2.5,71.0,0.5,65.00662251655629,51.510000000000005,0,0,4
STP-53914,RT-0023,7.4,0,56.46,52.1,6,2,19,1,3,5,0.0,0.0,0.133,30.4,12.4,75.0,0.6,65.02111324376199,55.510000000000005,0,0,4
STP-53343,RT-0023,3.5,0,28.55,26.4,7,2,20,1,3,5,1.0,0.0,0.133,37.8,7.4,90.0,0.7,64.88636363636364,82.03,0,0,4
STP-93719,RT-0023,6.8,0,52.54,48.5,8,2,21,1,3,5,0.0,0.0,0.133,41.3,3.5,88.0,0.8,64.9979381443299,80.03,0,0,4
STP-42512,RT-0023,10.4,0,63.63,58.7,9,2,22,1,3,5,0.0,0.0,0.133,48.099999999999994,6.8,81.0,0.9,65.03918228279386,73.03,0,0,4
STP-95679,RT-0023,2.3,0,24.73,22.8,10,2,23,1,3,5,0.0,0.0,0.133,58.49999999999999,10.4,73.0,1.0,65.07894736842105,65.03,0,0,4
STP-78879,RT-0024,20.4,0,10.84,16.3,1,3,4,0,0,4,1.0,0.0,0.833,0.0,0.0,82.0,0.16666666666666666,39.90184049079755,29.86,1,1,20
STP-29641,RT-0024,42.3,0,20.37,30.6,2,3,5,0,0,4,0.0,0.0,0.833,20.4,20.4,90.0,0.3333333333333333,39.94117647058824,37.86,1,1,20
STP-17292,RT-0024,45.6,1,26.1,39.2,3,3,6,0,0,4,0.0,0.0,0.833,62.699999999999996,42.3,79.0,0.5,39.94897959183673,26.86,1,1,20
STP-10395,RT-0024,40.1,1,19.79,29.7,4,3,6,0,0,4,0.0,0.0,0.833,108.3,45.6,84.0,0.6666666666666666,39.97979797979798,31.86,1,1,20
STP-71875,RT-0024,91.2,1,48.43,72.6,5,3,8,0,0,4,0.0,0.0,0.833,148.4,40.1,72.0,0.8333333333333334,40.02479338842975,9.18,1,1,20
STP-59479,RT-0024,53.4,1,26.95,40.4,6,3,9,0,0,4,0.0,0.0,0.833,239.60000000000002,91.2,90.0,1.0,40.024752475247524,27.18,1,1,20
STP-14222,RT-0025,11.8,0,18.31,16.9,1,2,4,1,0,5,1.0,26.2,0.633,0.0,0.0,89.0,0.2,65.00591715976331,46.87,0,0,8
STP-68515,RT-0025,14.8,0,20.31,18.7,2,2,4,1,0,5,0.0,16.0,0.633,11.8,11.8,75.0,0.4,65.16577540106952,32.87,0,0,8
STP-17398,RT-0025,23.3,0,34.0,31.4,3,2,5,1,0,5,1.0,16.5,0.633,26.6,14.8,66.0,0.6,64.96815286624204,23.869999999999997,0,0,8
STP-28777,RT-0025,45.8,1,61.42,56.7,4,2,6,1,0,5,1.0,0.0,0.633,49.900000000000006,23.3,77.0,0.8,64.99470899470899,34.87,0,0,8
STP-65994,RT-0025,23.4,1,37.63,34.7,5,2,7,1,0,5,0.0,0.0,0.633,95.7,45.8,71.0,1.0,65.06628242074927,24.630000000000003,0,0,8
STP-68954,RT-0026,48.7,0,34.49,51.7,1,3,1,4,0,3,0.0,8.5,0.667,0.0,0.0,63.0,0.2,40.02707930367505,24.82,1,1,16
STP-19539,RT-0026,79.6,1,55.85,83.8,2,3,2,4,0,3,0.0,0.0,0.667,48.7,48.7,71.0,0.4,39.988066825775654,32.82,1,1,16
STP-12009,RT-0026,49.3,1,29.55,44.3,3,3,3,4,0,3,0.0,0.0,0.667,128.3,79.6,61.0,0.6,40.02257336343116,22.82,1,1,16
STP-41369,RT-0026,59.0,1,37.76,56.6,4,3,4,4,0,3,0.0,0.0,0.667,177.60000000000002,49.3,76.0,0.8,40.02826855123675,37.82,1,1,16
STP-71080,RT-0026,48.2,1,32.06,48.1,5,3,5,4,0,3,1.0,0.0,0.667,236.60000000000002,59.0,60.0,1.0,39.991683991684,21.82,1,1,16
STP-74044,RT-0027,11.9,0,42.42,56.6,1,1,16,3,3,2,0.0,0.0,0.217,0.0,0.0,84.0,0.2,44.96819787985866,58.09,0,0,6
STP-81058,RT-0027,5.2,0,16.25,21.7,2,1,17,3,3,2,1.0,0.0,0.217,11.9,11.9,86.0,0.4,44.93087557603687,60.09,0,0,6
STP-92667,RT-0027,23.9,0,52.24,69.7,3,1,18,3,3,2,0.0,22.2,0.217,17.1,5.2,81.0,0.6,44.969870875179346,55.09,0,0,6
STP-96413,RT-0027,14.1,1,39.96,53.3,4,1,19,3,3,2,1.0,0.0,0.217,41.0,23.9,62.0,0.8,44.983114446529086,36.09,0,0,6
STP-98346,RT-0027,23.5,1,48.2,64.3,5,1,20,3,3,2,1.0,0.0,0.217,55.1,14.1,76.0,1.0,44.97667185069985,59.92,0,0,6
STP-32463,RT-0028,3.2,0,28.36,18.9,1,0,2,4,2,4,0.0,0.0,0.267,0.0,0.0,64.0,0.16666666666666666,90.03174603174602,49.65,1,0,5
STP-84289,RT-0028,12.4,0,48.83,32.6,2,0,3,4,2,4,0.0,29.1,0.267,3.2,3.2,63.0,0.3333333333333333,89.87116564417178,48.65,1,0,5
STP-51220,RT-0028,6.5,0,31.78,21.2,3,0,3,4,2,4,0.0,10.5,0.267,15.600000000000001,12.4,71.0,0.5,89.9433962264151,56.65,1,0,5
STP-61007,RT-0028,8.9,0,47.35,31.6,4,0,4,4,2,4,0.0,6.3,0.267,22.1,6.5,73.0,0.6666666666666666,89.90506329113923,58.65,1,0,5
STP-67290,RT-0028,6.9,0,38.12,25.4,5,0,5,4,2,4,0.0,0.0,0.267,31.0,8.9,73.0,0.8333333333333334,90.04724409448819,58.65,1,0,5
STP-45825,RT-0028,7.4,0,41.53,27.7,6,0,5,4,2,4,0.0,0.0,0.267,37.9,6.9,77.0,1.0,89.95667870036101,62.65,1,0,5
STP-45358,RT-0029,30.7,0,59.03,54.5,1,2,13,2,0,0,1.0,19.7,0.583,0.0,0.0,70.0,0.125,64.98715596330275,34.17,0,0,4
STP-22198,RT-0029,27.5,0,48.79,45.0,2,2,14,2,0,0,0.0,0.0,0.583,30.7,30.7,86.0,0.25,65.05333333333333,50.17,0,0,4
STP-41816,RT-0029,18.0,1,31.67,29.2,3,2,15,2,0,0,0.0,13.1,0.583,58.2,27.5,67.0,0.375,65.07534246575344,31.17,0,0,4
STP-46170,RT-0029,10.9,1,19.07,17.6,4,2,15,2,0,0,0.0,0.0,0.583,76.2,18.0,78.0,0.5,65.01136363636364,42.17,0,0,4
STP-24021,RT-0029,18.1,1,31.14,28.7,5,2,16,2,0,0,1.0,19.7,0.583,87.10000000000001,10.9,84.0,0.625,65.10104529616724,34.54,0,0,4
STP-95332,RT-0029,29.5,1,56.35,52.0,6,2,17,2,0,0,0.0,0.0,0.583,105.20000000000002,18.1,65.0,0.75,65.01923076923077,15.54,0,0,4
STP-48200,RT-0029,15.7,1,30.08,27.8,7,2,17,2,0,0,0.0,0.0,0.583,134.70000000000002,29.5,77.0,0.875,64.92086330935251,27.54,0,0,4
STP-83905,RT-0029,21.5,1,40.33,37.2,8,2,18,2,0,0,1.0,0.0,0.583,150.4,15.7,89.0,1.0,65.04838709677419,39.54,0,0,4
STP-64827,RT-0030,5.4,0,13.44,9.0,1,0,5,1,0,1,0.0,0.0,0.6,0.0,0.0,89.0,0.1111111111111111,89.6,51.24,0,0,8
STP-42536,RT-0030,9.3,0,23.67,15.8,2,0,5,1,0,1,0.0,0.0,0.6,5.4,5.4,84.0,0.2222222222222222,89.88607594936708,46.24,0,0,8
STP-66420,RT-0030,15.2,0,39.1,26.1,3,0,6,1,0,1,0.0,0.0,0.6,14.700000000000001,9.3,69.0,0.3333333333333333,89.88505747126437,31.240000000000002,0,0,8
STP-61266,RT-0030,14.9,0,38.28,25.5,4,0,6,1,0,1,1.0,16.0,0.6,29.9,15.2,90.0,0.4444444444444444,90.07058823529412,52.24,0,0,8
STP-21253,RT-0030,12.2,0,26.78,17.9,5,0,7,1,0,1,0.0,16.5,0.6,44.8,14.9,69.0,0.5555555555555556,89.76536312849164,25.159999999999997,0,0,8
STP-67431,RT-0030,18.4,1,47.61,31.7,6,0,7,1,0,1,0.0,0.0,0.6,57.0,12.2,63.0,0.6666666666666666,90.11356466876971,19.159999999999997,0,0,8
STP-31542,RT-0030,7.4,1,20.28,13.5,7,0,8,1,0,1,0.0,0.0,0.6,75.4,18.4,75.0,0.7777777777777778,90.13333333333334,31.159999999999997,0,0,8
STP-63090,RT-0030,13.5,1,34.8,23.2,8,0,8,1,0,1,1.0,0.0,0.6,82.80000000000001,7.4,67.0,0.8888888888888888,90.0,23.159999999999997,0,0,8
STP-38153,RT-0030,15.0,1,40.62,27.1,9,0,9,1,0,1,0.0,22.2,0.6,96.30000000000001,13.5,69.0,1.0,89.93357933579334,25.159999999999997,0,0,8
STP-21108,RT-0031,41.7,0,29.42,44.1,1,3,3,0,0,2,0.0,14.1,0.717,0.0,0.0,74.0,0.1111111111111111,40.02721088435374,26.43,0,1,12
STP-85340,RT-0031,29.1,1,20.33,30.5,2,3,3,0,0,2,0.0,10.9,0.717,41.7,41.7,61.0,0.2222222222222222,39.993442622950816,13.43,0,1,12
STP-34523,RT-0031,19.8,1,14.43,21.6,3,3,4,0,0,2,0.0,1.2,0.717,70.80000000000001,29.1,62.0,0.3333333333333333,40.08333333333333,14.43,0,1,12
STP-76248,RT-0031,33.2,1,22.69,34.0,4,3,5,0,0,2,0.0,0.0,0.717,90.60000000000001,19.8,60.0,0.4444444444444444,40.04117647058824,12.43,0,1,12
STP-38905,RT-0031,37.1,1,25.06,37.6,5,3,6,0,0,2,1.0,12.2,0.717,123.80000000000001,33.2,67.0,0.5555555555555556,39.98936170212765,19.43,0,1,12
STP-24838,RT-0031,26.2,1,18.73,28.1,6,3,6,0,0,2,0.0,0.0,0.717,160.9,37.1,78.0,0.6666666666666666,39.99288256227758,30.43,0,1,12
STP-65725,RT-0031,61.4,1,42.71,64.1,7,3,8,0,0,2,0.0,0.0,0.717,187.1,26.2,90.0,0.7777777777777778,39.978159126365064,36.05,0,1,12
STP-25386,RT-0031,74.1,1,54.32,81.5,8,3,9,0,0,2,1.0,6.3,0.717,248.5,61.4,86.0,0.8888888888888888,39.99018404907975,32.05,0,1,12
STP-37082,RT-0031,45.5,1,29.3,44.0,9,3,10,0,0,2,0.0,0.0,0.717,322.6,74.1,82.0,1.0,39.95454545454546,38.52,0,1,12
STP-74154,RT-0032,36.4,0,41.38,62.1,1,3,20,0,3,4,0.0,0.0,0.333,0.0,0.0,85.0,0.1,39.98067632850242,61.230000000000004,1,1,10
STP-46467,RT-0032,34.2,0,38.96,58.4,2,3,21,0,3,4,0.0,0.0,0.333,36.4,36.4,85.0,0.2,40.02739726027398,61.230000000000004,1,1,10
STP-70089,RT-0032,6.7,1,10.08,15.1,3,3,22,0,3,4,0.0,0.0,0.333,70.6,34.2,62.0,0.3,40.05298013245034,38.230000000000004,1,1,10
STP-52318,RT-0032,15.9,1,22.54,33.8,4,3,23,0,3,4,0.0,21.9,0.333,77.3,6.7,69.0,0.4,40.011834319526635,45.230000000000004,1,1,10
STP-92074,RT-0032,5.9,1,6.92,10.4,5,3,23,0,3,4,0.0,0.0,0.333,93.2,15.9,82.0,0.5,39.92307692307692,58.230000000000004,1,1,10
STP-27290,RT-0032,8.7,1,10.42,15.6,6,3,23,0,3,4,0.0,20.5,0.333,99.10000000000001,5.9,61.0,0.6,40.07692307692307,37.230000000000004,1,1,10
STP-95054,RT-0032,33.9,1,48.06,72.1,7,3,1,1,3,4,1.0,0.0,0.333,107.80000000000001,8.7,65.0,0.7,39.99445214979196,46.86,1,1,10
STP-72496,RT-0032,11.5,1,11.75,17.6,8,3,1,1,3,4,0.0,0.0,0.333,141.70000000000002,33.9,72.0,0.8,40.05681818181818,53.86,1,1,10
STP-72613,RT-0032,9.0,1,10.89,16.3,9,3,2,1,3,4,0.0,0.0,0.333,153.20000000000002,11.5,63.0,0.9,40.08588957055215,44.86,1,1,10
STP-27451,RT-0032,33.1,1,40.98,61.5,10,3,3,1,3,4,0.0,0.0,0.333,162.20000000000002,9.0,73.0,1.0,39.98048780487805,54.86,1,1,10
STP-82534,RT-0033,19.9,0,39.29,52.4,1,1,11,2,1,0,0.0,9.8,0.25,0.0,0.0,78.0,0.2,44.98854961832061,56.42,0,0,3
STP-61347,RT-0033,22.2,0,39.93,53.2,2,1,12,2,1,0,0.0,0.0,0.25,19.9,19.9,86.0,0.4,45.03383458646616,64.42,0,0,3
STP-19307,RT-0033,20.4,0,50.03,66.7,3,1,13,2,1,0,0.0,0.0,0.25,42.099999999999994,22.2,87.0,0.6,45.00449775112443,65.42,0,0,3
STP-81612,RT-0033,7.7,0,15.12,20.2,4,1,14,2,1,0,0.0,21.8,0.25,62.49999999999999,20.4,83.0,0.8,44.91089108910891,61.42,0,0,3
STP-17925,RT-0033,9.7,1,25.79,34.4,5,1,15,2,1,0,1.0,7.8,0.25,70.19999999999999,7.7,77.0,1.0,44.98255813953488,55.42,0,0,3
STP-21300,RT-0034,0.5,0,6.01,5.5,1,2,14,3,2,2,0.0,0.0,0.15,0.0,0.0,71.0,0.2,65.56363636363636,60.69,0,0,3
STP-31473,RT-0034,1.9,0,30.93,28.6,2,2,15,3,2,2,0.0,20.6,0.15,0.5,0.5,76.0,0.4,64.88811188811188,65.69,0,0,3
STP-25473,RT-0034,2.7,0,24.55,22.7,3,2,15,3,2,2,0.0,5.2,0.15,2.4,1.9,71.0,0.6,64.8898678414097,60.69,0,0,3
STP-75031,RT-0034,4.7,0,27.1,25.0,4,2,16,3,2,2,0.0,0.0,0.15,5.1,2.7,89.0,0.8,65.04,67.19,0,0,3
STP-98358,RT-0034,0.6,0,19.09,17.6,5,2,16,3,2,2,0.0,0.0,0.15,9.8,4.7,87.0,1.0,65.07954545454545,65.19,0,0,3
STP-16019,RT-0035,13.2,0,64.06,42.7,1,0,18,1,1,1,1.0,8.5,0.267,0.0,0.0,82.0,0.1,90.01405152224825,54.42,0,0,6
STP-36302,RT-0035,5.6,0,57.51,38.3,2,0,19,1,1,1,0.0,0.0,0.267,13.2,13.2,89.0,0.2,90.09399477806788,61.42,0,0,6
STP-81638,RT-0035,7.9,0,41.82,27.9,3,0,19,1,1,1,1.0,6.3,0.267,18.799999999999997,5.6,77.0,0.3,89.93548387096774,49.42,0,0,6
STP-10191,RT-0035,1.3,0,6.74,4.5,4,0,20,1,1,1,0.0,0.0,0.267,26.699999999999996,7.9,73.0,0.4,89.86666666666667,53.760000000000005,0,0,6
STP-17850,RT-0035,5.2,0,18.63,12.4,5,0,20,1,1,1,0.0,8.5,0.267,27.999999999999996,1.3,83.0,0.5,90.14516129032258,63.760000000000005,0,0,6
STP-21128,RT-0035,6.4,0,32.11,21.4,6,0,21,1,1,1,1.0,26.0,0.267,33.199999999999996,5.2,79.0,0.6,90.02803738317758,59.760000000000005,0,0,6
STP-44208,RT-0035,6.7,0,28.14,18.8,7,0,21,1,1,1,0.0,22.9,0.267,39.599999999999994,6.4,69.0,0.7,89.80851063829788,49.760000000000005,0,0,6
STP-36569,RT-0035,9.2,1,48.36,32.2,8,0,22,1,1,1,0.0,20.6,0.267,46.3,6.7,62.0,0.8,90.11180124223601,42.760000000000005,0,0,6
STP-37215,RT-0035,5.7,1,26.35,17.6,9,0,22,1,1,1,0.0,0.0,0.267,55.5,9.2,66.0,0.9,89.82954545454545,46.760000000000005,0,0,6
STP-42534,RT-0035,7.7,1,34.63,23.1,10,0,23,1,1,1,1.0,7.8,0.267,61.2,5.7,60.0,1.0,89.94805194805195,40.760000000000005,0,0,6
STP-43924,RT-0036,5.3,0,31.78,42.4,1,1,10,2,3,1,1.0,19.4,0.1,0.0,0.0,89.0,0.25,44.97169811320755,78.27,0,0,4
STP-53456,RT-0036,15.7,0,69.32,92.4,2,1,12,2,3,1,0.0,0.0,0.1,5.3,5.3,90.0,0.5,45.012987012987004,79.27,0,0,4
STP-32650,RT-0036,3.7,0,15.54,20.7,3,1,12,2,3,1,1.0,11.8,0.1,21.0,15.7,65.0,0.75,45.04347826086956,54.269999999999996,0,0,4
STP-48680,RT-0036,2.0,0,9.76,13.0,4,1,12,2,3,1,0.0,0.0,0.1,24.7,3.7,67.0,1.0,45.04615384615384,56.269999999999996,0,0,4
STP-71824,RT-0037,23.9,0,31.24,46.9,1,3,19,0,1,3,0.0,0.0,0.333,0.0,0.0,80.0,0.125,39.96588486140725,46.43,1,1,12
STP-17328,RT-0037,17.0,0,18.21,27.3,2,3,20,0,1,3,0.0,0.0,0.333,23.9,23.9,83.0,0.25,40.02197802197802,61.31,1,1,12
STP-87662,RT-0037,26.6,0,31.65,47.5,3,3,21,0,1,3,0.0,22.2,0.333,40.9,17.0,87.0,0.375,39.97894736842105,65.31,1,1,12
STP-74517,RT-0037,31.5,1,32.61,48.9,4,3,22,0,1,3,0.0,0.0,0.333,67.5,26.6,66.0,0.5,40.012269938650306,44.31,1,1,12
STP-90495,RT-0037,18.0,1,22.85,34.3,5,3,22,0,1,3,0.0,0.0,0.333,99.0,31.5,77.0,0.625,39.970845481049565,55.31,1,1,12
STP-28566,RT-0037,48.0,1,53.1,79.7,6,3,0,1,1,3,1.0,0.0,0.333,117.0,18.0,74.0,0.75,39.974905897114176,55.68,1,1,12
STP-27884,RT-0037,12.9,1,14.66,22.0,7,3,1,1,1,3,0.0,20.8,0.333,165.0,48.0,64.0,0.875,39.981818181818184,45.68,1,1,12
STP-90440,RT-0037,23.3,1,29.0,43.5,8,3,1,1,1,3,0.0,0.0,0.333,177.9,12.9,63.0,1.0,40.0,44.68,1,1,12
STP-97821,RT-0038,1.3,0,3.93,5.9,1,3,1,1,2,2,0.0,0.0,0.15,0.0,0.0,83.0,0.14285714285714285,39.96610169491525,72.28,0,1,3
STP-16310,RT-0038,3.1,0,18.66,28.0,2,3,1,1,2,2,0.0,0.0,0.15,1.3,1.3,71.0,0.2857142857142857,39.98571428571429,60.28,0,1,3
STP-72847,RT-0038,3.3,0,28.02,42.0,3,3,2,1,2,2,0.0,0.0,0.15,4.4,3.1,68.0,0.42857142857142855,40.02857142857143,57.28,0,1,3
STP-51774,RT-0038,5.5,0,42.81,64.2,4,3,4,1,2,2,0.0,0.0,0.15,7.7,3.3,64.0,0.5714285714285714,40.00934579439252,53.28,0,1,3
STP-90431,RT-0038,12.1,0,52.25,78.4,5,3,5,1,2,2,0.0,0.0,0.15,13.2,5.5,86.0,0.7142857142857143,39.98724489795918,75.28,0,1,3
STP-34901,RT-0038,5.2,0,33.2,49.8,6,3,6,1,2,2,0.0,0.0,0.15,25.299999999999997,12.1,62.0,0.8571428571428571,40.00000000000001,51.28,0,1,3
STP-82045,RT-0038,6.0,0,35.35,53.0,7,3,7,1,2,2,0.0,20.5,0.15,30.499999999999996,5.2,87.0,1.0,40.01886792452831,68.59,0,1,3
STP-44510,RT-0039,0.4,0,10.5,14.0,1,1,2,5,2,0,0.0,0.0,0.017,0.0,0.0,71.0,0.1111111111111111,45.0,71.0,0,0,1
STP-64262,RT-0039,1.5,0,39.19,52.3,2,1,3,5,2,0,0.0,13.8,0.017,0.4,0.4,64.0,0.2222222222222222,44.959847036328874,64.0,0,0,1
STP-40886,RT-0039,1.2,0,42.15,56.2,3,1,4,5,2,0,1.0,23.4,0.017,1.9,1.5,89.0,0.3333333333333333,44.99999999999999,89.0,0,0,1
STP-91300,RT-0039,3.9,0,49.95,66.6,4,1,6,5,2,0,0.0,0.0,0.017,3.0999999999999996,1.2,66.0,0.4444444444444444,45.00000000000001,66.0,0,0,1
STP-20271,RT-0039,4.6,0,62.02,82.7,5,1,7,5,2,0,0.0,0.0,0.017,7.0,3.9,62.0,0.5555555555555556,44.99637243047158,54.43,0,0,1
STP-82923,RT-0039,-1.0,0,39.82,53.1,6,1,9,5,2,0,0.0,21.8,0.017,11.6,4.6,74.0,0.6666666666666666,44.994350282485875,66.43,0,0,1
STP-29613,RT-0039,0.7,0,21.42,28.6,7,1,9,5,2,0,0.0,0.0,0.017,10.6,-1.0,71.0,0.7777777777777778,44.93706293706294,63.43,0,0,1
STP-55071,RT-0039,2.1,0,51.46,68.6,8,1,11,5,2,0,0.0,20.5,0.017,11.299999999999999,0.7,74.0,0.8888888888888888,45.00874635568513,66.65,0,0,1
STP-89777,RT-0039,1.7,0,14.93,19.9,9,1,11,5,2,0,0.0,20.7,0.017,13.399999999999999,2.1,80.0,1.0,45.01507537688442,72.65,0,0,1
STP-37707,RT-0040,25.6,0,21.12,19.5,1,2,22,4,0,4,0.0,1.4,0.833,0.0,0.0,79.0,0.1,64.98461538461538,27.479999999999997,1,0,20
STP-76426,RT-0040,44.3,0,39.07,36.1,2,2,23,4,0,4,0.0,0.0,0.833,25.6,25.6,83.0,0.2,64.93628808864266,31.479999999999997,1,0,20
STP-42701,RT-0040,52.9,1,45.05,41.6,3,2,23,4,0,4,0.0,0.0,0.833,69.9,44.3,60.0,0.3,64.97596153846153,8.479999999999997,1,0,20
STP-41711,RT-0040,42.9,1,36.05,33.3,4,2,0,5,0,4,0.0,25.6,0.833,122.80000000000001,52.9,84.0,0.4,64.95495495495496,34.66,1,0,20
STP-43903,RT-0040,31.2,1,25.59,23.6,5,2,1,5,0,4,0.0,0.0,0.833,165.70000000000002,42.9,79.0,0.5,65.0593220338983,29.659999999999997,1,0,20
STP-94853,RT-0040,53.6,1,42.87,39.6,6,2,2,5,0,4,1.0,26.7,0.833,196.9,31.2,80.0,0.6,64.95454545454545,30.659999999999997,1,0,20
STP-11109,RT-0040,25.1,1,20.72,19.1,7,2,2,5,0,4,0.0,0.0,0.833,250.5,53.6,78.0,0.7,65.08900523560209,28.659999999999997,1,0,20
STP-70161,RT-0040,9.3,1,7.55,7.0,8,2,3,5,0,4,0.0,0.0,0.833,275.6,25.1,78.0,0.8,64.71428571428571,28.659999999999997,1,0,20
STP-59051,RT-0040,26.1,1,21.66,20.0,9,2,3,5,0,4,1.0,21.2,0.833,284.90000000000003,9.3,61.0,0.9,64.98,11.659999999999997,1,0,20
STP-46291,RT-0040,24.5,1,20.93,19.3,10,2,4,5,0,4,0.0,27.1,0.833,311.00000000000006,26.1,65.0,1.0,65.06735751295336,15.659999999999997,1,0,20
STP-54979,RT-0041,45.4,0,35.33,47.1,1,1,10,1,0,5,0.0,6.3,0.633,0.0,0.0,69.0,0.125,45.00636942675159,29.229999999999997,0,0,8
STP-83170,RT-0041,43.2,1,36.95,49.3,2,1,11,1,0,5,0.0,19.7,0.633,45.4,45.4,78.0,0.25,44.96957403651116,38.23,0,0,8
STP-39131,RT-0041,42.6,1,35.32,47.1,3,1,12,1,0,5,0.0,0.0,0.633,88.6,43.2,75.0,0.375,44.9936305732484,35.23,0,0,8
STP-25437,RT-0041,11.0,1,9.94,13.3,4,1,13,1,0,5,0.0,0.0,0.633,131.2,42.6,68.0,0.5,44.84210526315789,28.229999999999997,0,0,8
STP-99220,RT-0041,35.6,1,29.86,39.8,5,1,14,1,0,5,0.0,27.4,0.633,142.2,11.0,63.0,0.625,45.01507537688442,23.229999999999997,0,0,8
STP-69974,RT-0041,38.8,1,33.16,44.2,6,1,14,1,0,5,0.0,0.0,0.633,177.79999999999998,35.6,84.0,0.75,45.01357466063348,44.23,0,0,8
STP-10617,RT-0041,39.8,1,39.48,52.6,7,1,15,1,0,5,0.0,0.0,0.633,216.59999999999997,38.8,66.0,0.875,45.03422053231939,26.229999999999997,0,0,8
STP-66847,RT-0041,17.9,1,15.69,20.9,8,1,16,1,0,5,0.0,18.0,0.633,256.4,39.8,83.0,1.0,45.04306220095694,36.84,0,0,8
STP-48119,RT-0042,6.1,0,35.76,47.7,1,1,2,3,2,5,0.0,0.0,0.067,0.0,0.0,64.0,0.1,44.98113207547169,58.75,0,0,2
STP-34697,RT-0042,5.3,0,27.83,37.1,2,1,2,3,2,5,0.0,0.0,0.067,6.1,6.1,83.0,0.2,45.008086253369264,77.75,0,0,2
STP-32149,RT-0042,1.5,0,10.49,14.0,3,1,3,3,2,5,0.0,0.0,0.067,11.399999999999999,5.3,89.0,0.3,44.957142857142856,83.75,0,0,2
STP-16286,RT-0042,8.6,0,36.07,48.1,4,1,4,3,2,5,0.0,9.8,0.067,12.899999999999999,1.5,73.0,0.4,44.99376299376299,67.75,0,0,2
STP-30070,RT-0042,3.0,0,30.5,40.7,5,1,5,3,2,5,0.0,2.2,0.067,21.5,8.6,81.0,0.5,44.96314496314496,75.75,0,0,2
STP-64896,RT-0042,5.0,0,51.32,68.4,6,1,6,3,2,5,0.0,4.9,0.067,24.5,3.0,86.0,0.6,45.017543859649116,80.75,0,0,2
STP-44471,RT-0042,9.8,0,44.57,59.4,7,1,7,3,2,5,0.0,11.4,0.067,29.5,5.0,86.0,0.7,45.02020202020202,72.86,0,0,2
STP-73001,RT-0042,4.9,0,60.07,80.1,8,1,9,3,2,5,1.0,0.0,0.067,39.3,9.8,72.0,0.8,44.99625468164794,58.86,0,0,2
STP-19836,RT-0042,1.8,0,26.7,35.6,9,1,10,3,2,5,0.0,19.2,0.067,44.199999999999996,4.9,88.0,0.9,44.99999999999999,82.19,0,0,2
STP-15170,RT-0042,2.0,0,15.83,21.1,10,1,10,3,2,5,0.0,0.0,0.067,45.99999999999999,1.8,63.0,1.0,45.01421800947867,57.19,0,0,2
STP-72684,RT-0043,2.1,0,3.19,4.3,1,1,22,0,2,4,0.0,0.0,0.267,0.0,0.0,74.0,0.1111111111111111,44.51162790697674,58.22,1,0,5
STP-84572,RT-0043,13.8,0,25.35,33.8,2,1,23,0,2,4,1.0,21.9,0.267,2.1,2.1,71.0,0.2222222222222222,45.00000000000001,55.22,1,0,5
STP-63907,RT-0043,8.4,0,16.98,22.6,3,1,0,1,2,4,1.0,23.4,0.267,15.9,13.8,72.0,0.3333333333333333,45.07964601769911,55.33,1,0,5
STP-97797,RT-0043,19.7,0,37.17,49.6,4,1,1,1,2,4,0.0,1.4,0.267,24.3,8.4,74.0,0.4444444444444444,44.96370967741936,57.33,1,0,5
STP-83183,RT-0043,2.6,0,4.98,6.6,5,1,1,1,2,4,0.0,13.8,0.267,44.0,19.7,84.0,0.5555555555555556,45.27272727272727,67.33,1,0,5
STP-74441,RT-0043,21.1,1,40.79,54.4,6,1,2,1,2,4,0.0,26.7,0.267,46.6,2.6,68.0,0.6666666666666666,44.9889705882353,51.33,1,0,5
