segment_id,center_lat,center_lon,road_type,hour_of_day,day_of_week,is_rush_hour,is_weekend,free_flow_speed_kmh,current_speed_kmh,congestion_ratio,traffic_level,incident_reported,avg_vehicle_count_per_min,timestamp
SEG-10221,39.416987,36.845714,highway,12,6,0,1,93.0,68.0,0.408,high,0,40.9,2025-05-10 05:00:00
SEG-10222,39.298154,37.128869,urban,22,0,0,0,56.5,28.1,0.731,congested,0,45.7,2025-05-10 06:00:00
SEG-10223,39.87571,37.319377,rural,11,4,0,0,71.6,55.0,0.356,moderate,0,15.0,2025-05-10 07:00:00
SEG-10224,39.385627,37.024751,highway,5,0,0,0,90.9,76.4,0.251,moderate,0,6.9,2025-05-10 08:00:00
SEG-10225,39.270081,37.044066,urban,13,0,0,0,45.6,42.7,0.242,moderate,0,28.1,2025-05-10 09:00:00
SEG-10226,39.200505,37.13337,highway,3,3,0,0,93.1,80.9,0.169,low,0,34.7,2025-05-10 10:00:00
SEG-10227,39.290865,37.459602,highway,15,3,0,0,87.7,60.5,0.546,high,0,9.5,2025-05-10 11:00:00
SEG-10228,39.711021,37.010776,highway,22,3,0,0,88.6,76.4,0.252,moderate,0,33.4,2025-05-10 12:00:00
SEG-10229,39.223958,37.43421,rural,4,2,0,0,64.6,60.3,0.231,moderate,0,7.6,2025-05-10 13:00:00
SEG-10230,39.640099,37.371893,urban,5,0,0,0,45.1,43.7,0.21,moderate,0,39.2,2025-05-10 14:00:00
SEG-10231,39.584231,37.264274,mountain,3,5,0,1,37.4,37.0,0.126,low,0,23.8,2025-05-10 15:00:00
SEG-10232,39.277796,37.185325,rural,2,6,0,1,67.1,57.2,0.304,moderate,0,29.0,2025-05-10 16:00:00
SEG-10233,39.447756,37.220655,highway,16,1,1,0,99.7,46.8,0.8,congested,0,52.3,2025-05-10 17:00:00
SEG-10234,39.644435,37.401259,highway,17,2,1,0,91.7,53.1,0.683,high,0,34.7,2025-05-10 18:00:00
SEG-10235,39.565224,37.094885,mountain,6,2,0,0,51.4,38.2,0.076,low,0,22.7,2025-05-10 19:00:00
SEG-10236,39.629182,37.471493,rural,0,0,0,0,74.8,60.9,0.217,moderate,0,50.2,2025-05-10 20:00:00
SEG-10237,39.445285,36.958414,urban,12,6,0,1,51.9,46.4,0.119,low,0,12.7,2025-05-10 21:00:00
SEG-10238,39.670567,37.332409,mountain,3,5,0,1,42.5,26.4,0.565,high,0,10.6,2025-05-10 22:00:00
SEG-10239,39.307574,37.416159,mountain,7,5,1,1,40.2,28.1,0.497,high,0,44.6,2025-05-10 23:00:00
SEG-10240,39.805854,37.141113,rural,1,3,0,0,68.4,49.9,0.479,high,0,45.2,2025-05-11 00:00:00
SEG-10241,39.738962,37.389627,rural,7,6,1,1,75.9,33.2,0.876,congested,0,54.8,2025-05-11 01:00:00
SEG-10242,39.764194,36.969921,rural,13,5,0,1,63.3,40.8,0.695,high,0,10.7,2025-05-11 02:00:00
SEG-10243,39.61324,37.35552,mountain,17,4,1,0,40.2,26.1,0.579,high,0,36.7,2025-05-11 03:00:00
SEG-10244,39.702802,36.827905,highway,7,2,1,0,86.8,60.6,0.545,high,0,52.5,2025-05-11 04:00:00
SEG-10245,39.351228,36.926516,highway,12,6,0,1,85.7,63.1,0.499,high,0,23.1,2025-05-11 05:00:00
SEG-10246,39.875912,36.993643,rural,13,6,0,1,70.9,68.4,0.039,low,0,39.9,2025-05-11 06:00:00
SEG-10247,39.443977,37.370829,urban,6,4,0,0,45.7,34.8,0.508,high,0,52.1,2025-05-11 07:00:00
SEG-10248,39.263303,37.084246,rural,11,4,0,0,64.8,54.7,0.365,moderate,0,16.1,2025-05-11 08:00:00
SEG-10249,39.425932,36.878036,mountain,11,2,0,0,35.1,30.8,0.385,moderate,0,55.0,2025-05-11 09:00:00
SEG-10250,39.698166,37.440288,rural,17,4,1,0,64.9,48.0,0.525,high,0,23.7,2025-05-11 10:00:00
SEG-10251,39.667265,36.991652,rural,12,1,0,0,61.6,45.9,0.574,high,0,50.8,2025-05-11 11:00:00
SEG-10252,39.875213,37.400272,urban,7,1,1,0,44.7,30.9,0.636,high,0,59.9,2025-05-11 12:00:00
SEG-10253,39.885392,37.322755,urban,13,1,0,0,50.6,35.7,0.476,high,0,59.0,2025-05-11 13:00:00
SEG-10254,39.253928,37.285239,rural,13,2,0,0,65.9,57.4,0.301,moderate,0,48.8,2025-05-11 14:00:00
SEG-10255,39.44384,37.291501,urban,3,6,0,1,58.4,43.8,0.205,moderate,0,50.2,2025-05-11 15:00:00
SEG-10256,39.505329,37.467215,urban,14,2,0,0,53.0,41.4,0.288,moderate,0,8.2,2025-05-11 16:00:00
SEG-10257,39.82757,36.819304,rural,15,6,0,1,75.6,58.2,0.281,moderate,0,28.7,2025-05-11 17:00:00
SEG-10258,39.362795,37.358891,urban,12,1,0,0,44.9,40.7,0.309,moderate,0,58.9,2025-05-11 18:00:00
SEG-10259,39.249709,36.84454,rural,0,4,0,0,69.7,67.4,0.063,low,0,13.9,2025-05-11 19:00:00
SEG-10260,39.432253,36.865913,urban,7,4,1,0,43.6,34.8,0.507,high,0,49.3,2025-05-11 20:00:00
SEG-10261,39.695084,37.415345,mountain,22,3,0,0,44.4,34.6,0.227,moderate,0,15.2,2025-05-11 21:00:00
SEG-10262,39.26582,36.980437,mountain,6,1,0,0,41.3,30.7,0.386,moderate,0,42.5,2025-05-11 22:00:00
SEG-10263,39.594355,37.401551,highway,5,0,0,0,88.8,87.0,0.056,low,0,15.4,2025-05-11 23:00:00
SEG-10264,39.619803,37.20179,mountain,5,4,0,0,46.1,37.8,0.092,low,0,14.8,2025-05-12 00:00:00
SEG-10265,39.284198,37.453974,urban,14,0,0,0,45.1,43.7,0.211,moderate,0,10.9,2025-05-12 01:00:00
SEG-10266,39.629234,37.036178,urban,18,4,1,0,43.0,36.4,0.453,high,0,48.1,2025-05-12 02:00:00
SEG-10267,39.543538,37.355838,highway,21,4,0,0,92.1,82.7,0.136,low,1,8.2,2025-05-12 03:00:00
SEG-10268,39.594098,37.291544,mountain,21,5,0,1,31.7,30.8,0.382,moderate,0,20.5,2025-05-12 04:00:00
SEG-10269,39.257672,36.816684,urban,14,6,0,1,48.9,45.1,0.165,low,0,35.9,2025-05-12 05:00:00
SEG-10270,39.862746,37.014984,mountain,9,3,1,0,30.8,23.5,0.687,high,0,40.3,2025-05-12 06:00:00
SEG-10271,39.236705,37.377776,highway,17,0,1,0,84.4,70.9,0.353,moderate,0,45.6,2025-05-12 07:00:00
SEG-10272,39.424217,37.299824,urban,16,2,1,0,43.5,35.4,0.486,high,0,7.5,2025-05-12 08:00:00
SEG-10273,39.840671,37.031525,mountain,6,5,0,1,40.2,38.7,0.055,low,0,26.4,2025-05-12 09:00:00
SEG-10274,39.38073,37.445524,urban,11,6,0,1,46.7,43.5,0.218,moderate,0,22.0,2025-05-12 10:00:00
SEG-10275,39.332648,37.345458,rural,13,5,0,1,62.9,68.6,0.033,low,0,5.6,2025-05-12 11:00:00
SEG-10276,39.718065,37.468722,mountain,1,5,0,1,38.3,37.5,0.105,low,0,20.8,2025-05-12 12:00:00
SEG-10277,39.588325,37.148577,rural,3,6,0,1,62.5,67.5,0.06,low,0,59.8,2025-05-12 13:00:00
SEG-10278,39.505164,37.059631,mountain,15,0,0,0,39.6,35.4,0.19,low,0,41.5,2025-05-12 14:00:00
SEG-10279,39.445082,36.940455,urban,6,5,0,1,44.6,47.4,0.088,low,0,26.5,2025-05-12 15:00:00
SEG-10280,39.50721,37.409936,urban,9,4,1,0,53.4,38.9,0.37,moderate,0,35.6,2025-05-12 16:00:00
SEG-10281,39.63301,36.918941,urban,17,2,1,0,51.6,40.0,0.332,moderate,0,25.4,2025-05-12 17:00:00
SEG-10282,39.738087,36.883749,urban,3,5,0,1,51.1,45.3,0.156,low,0,9.1,2025-05-12 18:00:00
SEG-10283,39.366368,37.143394,mountain,18,5,1,1,46.9,27.7,0.513,high,0,58.9,2025-05-12 19:00:00
SEG-10284,39.711685,37.474128,mountain,15,1,0,0,37.1,31.5,0.353,moderate,0,45.7,2025-05-12 20:00:00
SEG-10285,39.891243,36.887517,mountain,9,1,1,0,42.5,33.2,0.283,moderate,0,16.4,2025-05-12 21:00:00
SEG-10286,39.29318,37.170956,mountain,13,3,0,0,40.2,32.5,0.314,moderate,0,57.1,2025-05-12 22:00:00
SEG-10287,39.474981,37.129163,rural,14,4,0,0,77.9,45.7,0.578,high,0,29.9,2025-05-12 23:00:00
SEG-10288,39.562251,36.926221,mountain,1,1,0,0,32.8,34.0,0.251,moderate,0,41.7,2025-05-13 00:00:00
SEG-10289,39.338467,37.087903,rural,23,5,0,1,72.7,55.5,0.346,moderate,0,52.7,2025-05-13 01:00:00
SEG-10290,39.224711,36.867945,urban,15,2,0,0,51.0,40.0,0.332,moderate,0,52.8,2025-05-13 02:00:00
SEG-10291,39.636262,37.02085,rural,2,2,0,0,70.4,49.3,0.492,high,0,29.6,2025-05-13 03:00:00
SEG-10292,39.306412,37.09063,rural,22,1,0,0,63.2,62.4,0.18,low,0,35.4,2025-05-13 04:00:00
SEG-10293,39.728971,36.894919,mountain,22,2,0,0,38.6,27.2,0.533,high,0,25.9,2025-05-13 05:00:00
SEG-10294,39.879208,37.462623,urban,0,4,0,0,40.5,34.7,0.51,high,0,53.8,2025-05-13 06:00:00
SEG-10295,39.337992,37.243956,highway,5,1,0,0,85.8,80.2,0.181,low,0,48.6,2025-05-13 07:00:00
SEG-10296,39.887425,37.432996,highway,11,4,0,0,94.3,66.6,0.433,high,0,40.7,2025-05-13 08:00:00
SEG-10297,39.433043,36.821962,rural,8,3,1,0,70.6,53.0,0.405,high,0,56.0,2025-05-13 09:00:00
SEG-10298,39.687799,37.034944,highway,23,4,0,0,93.2,84.1,0.11,low,0,27.4,2025-05-13 10:00:00
SEG-10299,39.83935,37.443143,rural,4,2,0,0,60.7,52.7,0.411,high,0,41.6,2025-05-13 11:00:00
SEG-10300,39.600336,36.965862,rural,16,0,1,0,71.7,35.7,0.817,congested,0,45.5,2025-05-13 12:00:00
SEG-10301,39.811381,37.350292,rural,19,0,1,0,71.0,56.4,0.324,moderate,0,11.7,2025-05-13 13:00:00
SEG-10302,39.470831,37.237816,urban,6,5,0,1,53.3,39.6,0.347,moderate,0,32.2,2025-05-13 14:00:00
SEG-10303,39.555309,36.855691,urban,15,2,0,0,58.6,41.6,0.28,moderate,0,19.5,2025-05-13 15:00:00
SEG-10304,39.621088,37.154658,urban,22,0,0,0,48.8,46.2,0.125,low,0,45.4,2025-05-13 16:00:00
SEG-10305,39.633892,37.372392,highway,20,5,0,1,95.1,78.7,0.209,moderate,0,47.0,2025-05-13 17:00:00
SEG-10306,39.688653,37.223855,mountain,0,5,0,1,46.3,33.1,0.289,moderate,0,22.5,2025-05-13 18:00:00
SEG-10307,39.899368,36.9332,rural,23,6,0,1,68.4,61.3,0.206,moderate,0,7.3,2025-05-13 19:00:00
SEG-10308,39.525075,36.906879,rural,13,3,0,0,69.6,49.0,0.5,high,0,53.0,2025-05-13 20:00:00
SEG-10309,39.66324,36.920946,rural,12,6,0,1,65.1,40.9,0.693,high,0,15.1,2025-05-13 21:00:00
SEG-10310,39.310821,37.380845,highway,0,3,0,0,92.4,69.8,0.374,moderate,0,38.4,2025-05-13 22:00:00
SEG-10311,39.860337,37.362535,mountain,13,3,0,0,36.8,33.7,0.261,moderate,0,5.7,2025-05-13 23:00:00
SEG-10312,39.619381,37.170746,rural,20,1,0,0,67.4,62.1,0.188,low,0,12.0,2025-05-14 00:00:00
SEG-10313,39.363407,37.410312,mountain,2,0,0,0,44.1,31.5,0.355,moderate,0,55.4,2025-05-14 01:00:00
SEG-10314,39.875832,37.347117,mountain,8,4,1,0,30.1,29.9,0.421,high,0,38.5,2025-05-14 02:00:00
SEG-10315,39.725135,37.236525,urban,15,4,0,0,45.2,41.9,0.269,moderate,0,32.0,2025-05-14 03:00:00
SEG-10316,39.454648,37.344431,rural,2,3,0,0,66.5,62.8,0.171,low,1,24.6,2025-05-14 04:00:00
SEG-10317,39.818249,36.940041,mountain,17,1,1,0,40.6,22.9,0.712,congested,0,15.4,2025-05-14 05:00:00
SEG-10318,39.373759,37.063206,highway,9,5,1,1,87.0,72.5,0.324,moderate,0,16.2,2025-05-14 06:00:00
SEG-10319,39.836865,36.90333,rural,0,0,0,0,60.7,46.2,0.566,high,0,35.5,2025-05-14 07:00:00
SEG-10320,39.425963,36.811869,mountain,10,0,0,0,44.2,35.3,0.195,low,0,12.8,2025-05-14 08:00:00
SEG-10321,39.785251,36.824174,mountain,17,0,1,0,41.4,24.8,0.635,high,0,36.1,2025-05-14 09:00:00
SEG-10322,39.297938,36.871577,highway,16,0,1,0,94.1,54.3,0.661,high,0,24.8,2025-05-14 10:00:00
SEG-10323,39.567276,37.249273,rural,10,0,0,0,76.8,59.6,0.248,moderate,0,13.5,2025-05-14 11:00:00
SEG-10324,39.216958,37.250032,highway,6,3,0,0,88.1,74.8,0.281,moderate,1,46.7,2025-05-14 12:00:00
SEG-10325,39.557173,37.002748,urban,4,4,0,0,44.6,44.7,0.177,low,1,44.3,2025-05-14 13:00:00
SEG-10326,39.205007,37.291277,mountain,17,0,1,0,35.8,31.8,0.341,moderate,0,14.0,2025-05-14 14:00:00
SEG-10327,39.46201,37.071894,urban,4,4,0,0,47.7,49.4,0.02,low,0,46.5,2025-05-14 15:00:00
SEG-10328,39.220172,37.222358,rural,10,1,0,0,66.5,55.8,0.339,moderate,0,15.2,2025-05-14 16:00:00
SEG-10329,39.714992,37.009027,highway,12,6,0,1,85.1,81.6,0.155,low,0,16.8,2025-05-14 17:00:00
SEG-10330,39.376633,37.15777,rural,11,3,0,0,68.7,67.2,0.066,low,0,23.4,2025-05-14 18:00:00
SEG-10331,39.844573,37.136123,mountain,23,3,0,0,43.2,29.3,0.444,high,0,48.7,2025-05-14 19:00:00
SEG-10332,39.268063,37.057635,urban,2,4,0,0,41.9,49.4,0.021,low,0,25.5,2025-05-14 20:00:00
SEG-10333,39.821153,37.36039,rural,13,5,0,1,59.5,67.5,0.06,low,0,55.6,2025-05-14 21:00:00
SEG-10334,39.389047,37.292014,highway,15,1,0,0,82.0,81.7,0.154,low,0,8.6,2025-05-14 22:00:00
SEG-10335,39.603732,36.830824,mountain,0,0,0,0,41.0,32.6,0.309,moderate,0,47.3,2025-05-14 23:00:00
SEG-10336,39.874233,36.931649,rural,22,2,0,0,66.6,49.4,0.49,high,0,7.4,2025-05-15 00:00:00
SEG-10337,39.51938,37.130733,mountain,17,5,1,1,31.5,26.3,0.569,high,0,41.2,2025-05-15 01:00:00
SEG-10338,39.606148,37.060477,rural,23,4,0,0,78.5,58.8,0.266,moderate,0,42.0,2025-05-15 02:00:00
SEG-10339,39.296349,37.447303,mountain,21,4,0,0,39.1,30.1,0.414,high,0,29.8,2025-05-15 03:00:00
SEG-10340,39.578148,37.382409,urban,1,2,0,0,54.8,42.4,0.255,moderate,0,49.9,2025-05-15 04:00:00
SEG-10341,39.229385,36.872671,urban,22,3,0,0,57.5,45.1,0.165,low,1,56.4,2025-05-15 05:00:00
SEG-10342,39.785528,37.061325,urban,23,1,0,0,55.6,38.4,0.388,moderate,0,17.0,2025-05-15 06:00:00
SEG-10343,39.308991,37.28576,rural,23,3,0,0,67.7,49.5,0.488,high,0,44.4,2025-05-15 07:00:00
SEG-10344,39.646774,37.466085,highway,15,1,0,0,90.3,76.6,0.248,moderate,0,16.4,2025-05-15 08:00:00
SEG-10345,39.440219,37.062441,highway,2,2,0,0,90.8,56.6,0.619,high,0,39.1,2025-05-15 09:00:00
SEG-10346,39.531518,37.358482,mountain,20,4,0,0,40.2,30.9,0.379,moderate,0,37.3,2025-05-15 10:00:00
SEG-10347,39.781441,37.241909,rural,21,3,0,0,61.4,62.4,0.181,low,0,25.9,2025-05-15 11:00:00
SEG-10348,39.289869,37.403902,rural,7,4,1,0,72.3,50.2,0.471,high,0,32.6,2025-05-15 12:00:00
SEG-10349,39.377243,36.882368,mountain,8,5,1,1,28.5,26.6,0.557,high,0,14.6,2025-05-15 13:00:00
SEG-10350,39.308357,37.386162,mountain,9,6,1,1,41.8,30.1,0.414,high,1,47.7,2025-05-15 14:00:00
SEG-10351,39.545346,37.29968,urban,12,0,0,0,55.5,46.5,0.117,low,0,57.1,2025-05-15 15:00:00
SEG-10352,39.689245,36.814376,highway,3,1,0,0,82.4,82.9,0.132,low,0,10.8,2025-05-15 16:00:00
SEG-10353,39.814447,37.265292,mountain,1,2,0,0,38.8,29.1,0.454,high,0,32.9,2025-05-15 17:00:00
SEG-10354,39.590158,37.134516,urban,4,0,0,0,57.2,46.4,0.121,low,0,11.4,2025-05-15 18:00:00
SEG-10355,39.278927,37.266138,highway,7,1,1,0,88.7,62.1,0.516,high,0,5.5,2025-05-15 19:00:00
SEG-10356,39.535114,36.869333,urban,10,1,0,0,44.6,30.5,0.65,high,0,49.2,2025-05-15 20:00:00
SEG-10357,39.489456,37.237936,urban,21,1,0,0,54.6,32.8,0.572,high,0,50.5,2025-05-15 21:00:00
SEG-10358,39.473543,37.224506,mountain,1,6,0,1,45.6,34.9,0.212,moderate,0,38.8,2025-05-15 22:00:00
SEG-10359,39.22164,36.846434,mountain,20,6,0,1,33.8,34.0,0.251,moderate,0,54.0,2025-05-15 23:00:00
SEG-10360,39.841978,37.012448,urban,20,0,0,0,45.7,42.9,0.236,moderate,0,57.2,2025-05-16 00:00:00
SEG-10361,39.623643,37.262706,mountain,12,6,0,1,39.0,28.5,0.478,high,0,30.8,2025-05-16 01:00:00
SEG-10362,39.812326,37.216104,highway,22,3,0,0,91.6,73.5,0.306,moderate,0,18.2,2025-05-16 02:00:00
SEG-10363,39.618432,37.268779,urban,11,2,0,0,61.3,46.4,0.12,low,0,38.7,2025-05-16 03:00:00
SEG-10364,39.343125,37.123883,urban,22,2,0,0,47.5,46.6,0.113,low,0,21.0,2025-05-16 04:00:00
SEG-10365,39.547869,36.971944,urban,6,4,0,0,49.7,32.4,0.586,high,0,19.9,2025-05-16 05:00:00
SEG-10366,39.76918,37.488707,mountain,17,2,1,0,43.2,29.9,0.422,high,0,56.0,2025-05-16 06:00:00
SEG-10367,39.887104,37.239679,mountain,17,4,1,0,40.1,21.6,0.768,congested,0,10.9,2025-05-16 07:00:00
SEG-10368,39.238152,37.393022,mountain,12,2,0,0,38.9,36.8,0.132,low,0,48.1,2025-05-16 08:00:00
SEG-10369,39.500862,36.961342,mountain,6,0,0,0,46.2,39.4,0.023,low,0,36.4,2025-05-16 09:00:00
SEG-10370,39.777584,36.942199,rural,17,2,1,0,60.7,42.3,0.659,high,0,45.7,2025-05-16 10:00:00
SEG-10371,39.31595,36.92148,rural,15,0,0,0,61.7,64.0,0.143,low,0,10.9,2025-05-16 11:00:00
SEG-10372,39.362527,37.393098,urban,21,2,0,0,45.5,45.1,0.162,low,0,53.8,2025-05-16 12:00:00
SEG-10373,39.47153,37.109533,mountain,0,4,0,0,42.9,23.5,0.687,high,0,12.9,2025-05-16 13:00:00
SEG-10374,39.419948,37.083572,highway,19,6,1,1,90.0,60.5,0.546,high,0,38.0,2025-05-16 14:00:00
SEG-10375,39.441629,37.06668,mountain,0,5,0,1,44.1,33.0,0.29,moderate,0,44.8,2025-05-16 15:00:00
SEG-10376,39.534972,36.917979,mountain,2,3,0,0,44.4,35.1,0.205,moderate,0,49.6,2025-05-16 16:00:00
SEG-10377,39.630815,37.186977,highway,12,2,0,0,84.3,87.3,0.05,low,0,33.9,2025-05-16 17:00:00
SEG-10378,39.360362,37.018119,rural,14,1,0,0,66.4,59.6,0.248,moderate,0,7.9,2025-05-16 18:00:00
SEG-10379,39.388331,37.348201,urban,9,4,1,0,49.5,28.7,0.711,congested,0,47.8,2025-05-16 19:00:00
SEG-10380,39.559272,36.814503,rural,23,1,0,0,68.3,66.8,0.076,low,0,7.7,2025-05-16 20:00:00
SEG-10381,39.372052,36.922602,urban,4,1,0,0,50.0,34.7,0.51,high,0,18.7,2025-05-16 21:00:00
SEG-10382,39.727981,37.185221,highway,2,3,0,0,88.4,83.7,0.117,low,0,40.6,2025-05-16 22:00:00
SEG-10383,39.485375,37.152207,rural,19,4,1,0,59.6,46.0,0.572,high,0,49.3,2025-05-16 23:00:00
SEG-10384,39.216713,37.141055,urban,2,4,0,0,50.0,46.2,0.127,low,0,46.3,2025-05-17 00:00:00
SEG-10385,39.832565,36.977044,mountain,18,6,1,1,36.5,19.3,0.863,congested,0,44.2,2025-05-17 01:00:00
SEG-10386,39.648016,36.870899,rural,6,3,0,0,66.7,63.2,0.163,low,0,53.8,2025-05-17 02:00:00
SEG-10387,39.88695,37.393022,mountain,2,4,0,0,43.3,35.6,0.184,low,0,23.2,2025-05-17 03:00:00
SEG-10388,39.641472,37.059887,rural,16,1,1,0,65.7,32.2,0.9,congested,0,24.1,2025-05-17 04:00:00
SEG-10389,39.541262,37.334548,rural,9,2,1,0,71.4,54.3,0.374,moderate,1,47.9,2025-05-17 05:00:00
SEG-10390,39.386974,36.899548,highway,4,6,0,1,91.9,76.8,0.245,moderate,0,26.7,2025-05-17 06:00:00
SEG-10391,39.498838,37.197731,highway,1,2,0,0,88.9,80.7,0.173,low,0,16.6,2025-05-17 07:00:00
SEG-10392,39.840594,36.915923,highway,5,6,0,1,88.8,87.9,0.038,low,0,49.6,2025-05-17 08:00:00
SEG-10393,39.665459,37.168696,rural,19,5,1,1,67.8,50.3,0.469,high,0,50.9,2025-05-17 09:00:00
SEG-10394,39.549212,37.306994,rural,19,6,1,1,59.8,57.2,0.304,moderate,0,52.5,2025-05-17 10:00:00
SEG-10395,39.688167,37.154091,highway,4,4,0,0,96.9,85.5,0.084,low,0,27.0,2025-05-17 11:00:00
SEG-10396,39.239832,37.084147,rural,9,0,1,0,65.3,54.4,0.371,moderate,0,23.4,2025-05-17 12:00:00
SEG-10397,39.611896,37.083722,rural,3,2,0,0,72.1,62.9,0.17,low,0,20.8,2025-05-17 13:00:00
SEG-10398,39.305032,37.09998,urban,10,1,0,0,59.3,34.1,0.529,high,0,43.4,2025-05-17 14:00:00
SEG-10399,39.675118,37.442658,urban,1,0,0,0,42.9,39.9,0.335,moderate,0,41.6,2025-05-17 15:00:00
SEG-10400,39.895437,36.875277,highway,1,1,0,0,84.2,84.8,0.096,low,0,50.7,2025-05-17 16:00:00
SEG-10401,39.560424,37.147491,rural,4,0,0,0,66.2,53.6,0.391,moderate,0,20.6,2025-05-17 17:00:00
SEG-10402,39.414479,37.257443,mountain,10,5,0,1,42.1,36.6,0.142,low,0,48.7,2025-05-17 18:00:00
SEG-10403,39.303376,37.498758,rural,21,2,0,0,65.2,56.6,0.32,moderate,0,44.8,2025-05-17 19:00:00
SEG-10404,39.850911,37.267789,rural,10,5,0,1,66.2,61.2,0.21,moderate,0,44.0,2025-05-17 20:00:00
SEG-10405,39.788785,37.362539,mountain,20,0,0,0,32.9,33.7,0.264,moderate,0,49.7,2025-05-17 21:00:00
SEG-10406,39.721697,37.295169,mountain,21,3,0,0,33.1,28.6,0.474,high,0,52.7,2025-05-17 22:00:00
SEG-10407,39.891858,36.903717,urban,0,6,0,1,39.4,35.4,0.485,high,0,18.2,2025-05-17 23:00:00
SEG-10408,39.697956,37.360146,mountain,8,1,1,0,39.7,26.4,0.566,high,0,50.3,2025-05-18 00:00:00
SEG-10409,39.571608,37.42271,urban,6,1,0,0,50.3,45.2,0.16,low,0,38.7,2025-05-18 01:00:00
SEG-10410,39.729042,36.83116,urban,13,6,0,1,47.5,42.4,0.253,moderate,0,48.6,2025-05-18 02:00:00
SEG-10411,39.410198,37.256438,mountain,13,3,0,0,44.4,36.4,0.15,low,1,17.6,2025-05-18 03:00:00
SEG-10412,39.829646,37.457942,rural,12,2,0,0,80.0,65.5,0.108,low,0,47.2,2025-05-18 04:00:00
SEG-10413,39.40129,36.88111,rural,19,5,1,1,71.0,55.2,0.353,moderate,0,59.4,2025-05-18 05:00:00
SEG-10414,39.269622,37.451757,rural,5,4,0,0,69.6,56.1,0.33,moderate,0,19.1,2025-05-18 06:00:00
SEG-10415,39.89852,37.28409,urban,13,1,0,0,47.0,40.3,0.323,moderate,0,9.2,2025-05-18 07:00:00
SEG-10416,39.730914,36.989036,urban,3,6,0,1,53.7,25.3,0.822,congested,0,32.5,2025-05-18 08:00:00
SEG-10417,39.264421,36.923479,mountain,16,0,1,0,47.7,29.2,0.449,high,0,35.0,2025-05-18 09:00:00
SEG-10418,39.893779,37.33012,rural,23,0,0,0,67.3,62.7,0.174,low,0,46.6,2025-05-18 10:00:00
SEG-10419,39.24683,37.495116,highway,16,6,1,1,93.7,70.9,0.353,moderate,0,41.1,2025-05-18 11:00:00
SEG-10420,39.225466,36.931656,mountain,17,6,1,1,39.2,26.7,0.553,high,0,25.5,2025-05-18 12:00:00
SEG-10421,39.592989,36.881546,rural,13,5,0,1,69.6,54.4,0.371,moderate,0,32.2,2025-05-18 13:00:00
SEG-10422,39.575957,37.097948,rural,3,4,0,0,72.3,51.8,0.434,high,0,41.6,2025-05-18 14:00:00
SEG-10423,39.886917,37.482591,urban,22,2,0,0,50.6,33.1,0.564,high,0,32.4,2025-05-18 15:00:00
SEG-10424,39.296197,37.167468,rural,13,0,0,0,68.1,66.8,0.075,low,0,58.6,2025-05-18 16:00:00
SEG-10425,39.39356,37.389027,rural,10,0,0,0,68.7,66.0,0.096,low,0,34.8,2025-05-18 17:00:00
SEG-10426,39.482555,37.451551,highway,22,4,0,0,86.1,75.7,0.264,moderate,0,23.3,2025-05-18 18:00:00
SEG-10427,39.229767,37.36665,highway,4,0,0,0,99.5,68.1,0.405,high,0,10.9,2025-05-18 19:00:00
SEG-10428,39.272712,37.368574,urban,18,4,1,0,42.1,39.3,0.357,moderate,0,45.6,2025-05-18 20:00:00
SEG-10429,39.789288,37.144857,urban,13,0,0,0,51.5,39.2,0.359,moderate,0,28.6,2025-05-18 21:00:00
SEG-10430,39.837522,37.001364,mountain,6,6,0,1,40.1,32.2,0.327,moderate,0,28.1,2025-05-18 22:00:00
SEG-10431,39.329051,37.248574,mountain,0,0,0,0,49.8,32.4,0.315,moderate,0,41.9,2025-05-18 23:00:00
SEG-10432,39.393584,36.878829,urban,22,0,0,0,53.4,44.4,0.187,low,0,43.3,2025-05-19 00:00:00
SEG-10433,39.808161,37.027578,mountain,3,2,0,0,40.1,37.2,0.118,low,0,41.3,2025-05-19 01:00:00
SEG-10434,39.808966,37.40068,rural,14,5,0,1,67.0,60.8,0.22,moderate,0,29.1,2025-05-19 02:00:00
SEG-10435,39.489383,37.416915,rural,0,3,0,0,65.1,58.2,0.28,moderate,0,20.4,2025-05-19 03:00:00
SEG-10436,39.650975,37.11454,mountain,0,3,0,0,38.5,29.7,0.43,high,0,26.5,2025-05-19 04:00:00
SEG-10437,39.469207,37.490545,urban,15,1,0,0,46.3,44.4,0.185,low,0,40.3,2025-05-19 05:00:00
SEG-10438,39.660806,37.359623,urban,3,2,0,0,50.0,39.6,0.347,moderate,0,53.7,2025-05-19 06:00:00
SEG-10439,39.629516,37.359296,urban,9,2,1,0,49.0,29.8,0.672,high,0,15.1,2025-05-19 07:00:00
SEG-10440,39.536713,36.93116,mountain,16,0,1,0,39.1,22.7,0.721,congested,0,43.3,2025-05-19 08:00:00
SEG-10441,39.637233,37.42318,rural,18,1,1,0,62.1,42.8,0.648,high,0,52.2,2025-05-19 09:00:00
SEG-10442,39.211502,36.853388,rural,15,6,0,1,67.5,60.0,0.237,moderate,0,7.4,2025-05-19 10:00:00
SEG-10443,39.716617,36.952929,mountain,13,4,0,0,38.9,30.4,0.401,high,0,19.1,2025-05-19 11:00:00
