route_id,stop_sequence,stop_id,latitude,longitude,distance_from_prev_km,road_type,planned_arrival,actual_arrival,time_window_open,time_window_close,planned_service_min,actual_service_min,planned_travel_min,actual_travel_min,delay_at_stop_min,missed_time_window,delay_probability,package_count,package_weight_kg
RT-0015,3,STP-00120,39.28621,37.311006,18.89,urban,2025-06-03 09:18:06,2025-06-03 09:16:06,2025-06-03 09:02:06,2025-06-03 09:59:06,11.2,10.5,20.7,21.6,-2.0,0,0.141,11,91.3
RT-0015,4,STP-00121,39.218777,37.392949,12.45,urban,2025-06-03 09:45:12,2025-06-03 09:41:36,2025-06-03 09:16:12,2025-06-03 11:32:12,14.7,19.3,15.9,14.9,-3.6,0,0.35,4,112.9
RT-0015,5,STP-00122,39.646658,36.849708,7.52,urban,2025-06-03 10:06:24,2025-06-03 10:04:24,2025-06-03 09:49:24,2025-06-03 11:39:24,10.9,11.9,6.5,5.4,-2.0,0,0.355,11,15.6
RT-0015,6,STP-00123,39.868117,37.339257,3.27,urban,2025-06-03 10:18:24,2025-06-03 10:21:48,2025-06-03 09:57:24,2025-06-03 11:57:24,10.8,7.7,1.1,-0.3,3.4,0,0.007,14,115.8
RT-0015,7,STP-00124,39.496503,37.081594,4.49,urban,2025-06-03 10:34:30,2025-06-03 10:37:00,2025-06-03 10:15:30,2025-06-03 12:24:30,5.9,2.6,5.3,4.5,2.5,0,0.256,13,82.6
RT-0015,8,STP-00125,39.734257,37.254888,14.83,urban,2025-06-03 10:59:24,2025-06-03 11:02:54,2025-06-03 10:45:24,2025-06-03 12:37:24,6.2,8.6,19.0,17.8,3.5,0,0.257,15,44.6
RT-0015,9,STP-00126,39.416503,37.319185,9.82,urban,2025-06-03 11:05:54,2025-06-03 11:13:30,2025-06-03 10:42:54,2025-06-03 11:49:54,8.6,9.4,0.3,-2.3,7.6,0,0.296,4,21.8
RT-0015,10,STP-00127,39.811422,37.313055,5.63,urban,2025-06-03 11:19:12,2025-06-03 11:16:54,2025-06-03 11:01:12,2025-06-03 12:10:12,7.5,9.9,4.7,2.4,-2.3,0,0.047,6,107.0
RT-0016,1,STP-00128,39.801552,36.916817,10.37,highway,2025-06-04 10:06:54,2025-06-04 10:09:30,2025-06-04 09:41:54,2025-06-04 11:34:54,8.9,8.9,6.9,10.2,2.6,0,0.063,10,127.4
RT-0016,2,STP-00129,39.468086,36.905059,20.01,highway,2025-06-04 10:45:42,2025-06-04 10:41:54,2025-06-04 10:34:42,2025-06-04 11:16:42,6.7,9.0,29.9,47.3,-3.8,0,0.372,12,104.2
RT-0016,3,STP-00130,39.778198,37.200075,21.86,highway,2025-06-04 11:08:12,2025-06-04 11:05:24,2025-06-04 10:51:12,2025-06-04 12:31:12,16.1,15.2,15.8,26.5,-2.8,0,0.048,7,48.8
RT-0016,4,STP-00131,39.417488,36.86047,17.81,highway,2025-06-04 11:49:00,2025-06-04 11:50:54,2025-06-04 11:37:00,2025-06-04 13:18:00,12.7,10.1,24.7,41.3,1.9,0,0.183,1,191.0
RT-0016,5,STP-00132,39.712724,37.182591,11.12,highway,2025-06-04 12:12:48,2025-06-04 12:22:36,2025-06-04 11:44:48,2025-06-04 13:45:48,16.1,16.1,11.1,21.0,9.8,0,0.318,4,95.5
RT-0016,6,STP-00133,39.794304,37.309051,6.31,highway,2025-06-04 12:37:30,2025-06-04 12:41:18,2025-06-04 12:27:30,2025-06-04 13:49:30,13.1,13.1,8.6,16.5,3.8,0,0.042,11,168.7
RT-0016,7,STP-00134,39.563831,37.290593,14.66,highway,2025-06-04 13:08:36,2025-06-04 13:19:48,2025-06-04 12:56:36,2025-06-04 13:43:36,5.9,3.9,18.0,32.2,11.2,0,0.149,3,143.8
RT-0017,1,STP-00135,39.382694,37.020506,15.78,highway,2025-06-04 07:11:48,2025-06-04 07:11:36,2025-06-04 06:48:48,2025-06-04 09:05:48,10.9,10.6,11.8,19.8,-0.2,0,0.32,10,115.7
RT-0017,2,STP-00136,39.514697,37.019823,18.42,highway,2025-06-04 07:44:24,2025-06-04 07:40:00,2025-06-04 07:30:24,2025-06-04 09:28:24,9.1,9.7,21.7,34.6,-4.4,0,0.048,2,189.0
RT-0017,3,STP-00137,39.622312,36.950515,10.88,highway,2025-06-04 08:07:18,2025-06-04 08:02:18,2025-06-04 07:52:18,2025-06-04 10:04:18,12.0,14.9,13.8,20.5,-5.0,0,0.343,14,28.4
RT-0017,4,STP-00138,39.516541,37.323655,6.26,highway,2025-06-04 08:23:36,2025-06-04 08:18:36,2025-06-04 08:05:36,2025-06-04 09:15:36,10.9,11.3,4.3,8.7,-5.0,0,0.1,1,137.1
RT-0017,5,STP-00139,39.6804,37.456302,13.16,highway,2025-06-04 08:51:12,2025-06-04 08:48:36,2025-06-04 08:34:12,2025-06-04 09:37:12,5.2,7.1,16.7,26.7,-2.6,0,0.034,14,157.3
RT-0017,6,STP-00140,39.766221,36.885769,15.89,highway,2025-06-04 09:17:12,2025-06-04 09:16:12,2025-06-04 08:53:12,2025-06-04 10:03:12,20.0,22.1,20.8,35.7,-1.0,0,0.377,4,181.0
RT-0017,7,STP-00141,39.392487,37.112208,4.11,highway,2025-06-04 09:46:54,2025-06-04 09:44:30,2025-06-04 09:23:54,2025-06-04 10:38:54,15.9,19.4,9.7,12.5,-2.4,0,0.059,8,10.7
RT-0018,1,STP-00142,39.56807,37.241528,17.24,urban,2025-06-04 09:10:18,2025-06-04 09:10:24,2025-06-04 08:56:18,2025-06-04 10:33:18,12.2,16.1,10.3,17.4,0.1,0,0.321,2,59.6
RT-0018,2,STP-00143,39.325871,37.023214,20.49,urban,2025-06-04 09:55:48,2025-06-04 09:55:12,2025-06-04 09:34:48,2025-06-04 11:37:48,10.4,10.4,33.3,50.0,-0.6,0,0.088,9,157.4
RT-0018,3,STP-00144,39.659805,36.986569,22.71,urban,2025-06-04 10:33:48,2025-06-04 10:32:06,2025-06-04 10:05:48,2025-06-04 11:32:48,19.9,19.8,27.6,44.0,-1.7,0,0.327,9,74.7
RT-0018,4,STP-00145,39.321598,36.965586,23.18,urban,2025-06-04 11:37:18,2025-06-04 11:43:06,2025-06-04 11:15:18,2025-06-04 12:52:18,8.3,5.9,43.6,73.7,5.8,0,0.127,14,196.6
RT-0018,5,STP-00146,39.891604,37.417138,19.24,urban,2025-06-04 12:04:30,2025-06-04 12:11:30,2025-06-04 11:36:30,2025-06-04 12:52:30,15.6,15.1,18.9,28.3,7.0,0,0.197,6,189.8
RT-0018,6,STP-00147,39.764512,37.038531,9.8,urban,2025-06-04 12:29:42,2025-06-04 12:33:42,2025-06-04 12:04:42,2025-06-04 12:59:42,8.5,10.9,9.6,13.6,4.0,0,0.071,4,8.9
RT-0018,7,STP-00148,39.461514,37.459346,20.65,urban,2025-06-04 13:04:12,2025-06-04 13:08:00,2025-06-04 12:51:12,2025-06-04 14:41:12,7.2,3.3,26.0,43.8,3.8,0,0.158,12,183.9
RT-0018,8,STP-00149,39.593384,37.42272,5.22,urban,2025-06-04 13:16:48,2025-06-04 13:25:36,2025-06-04 12:51:48,2025-06-04 15:09:48,7.4,10.3,5.4,7.1,8.8,0,0.245,7,159.4
RT-0018,9,STP-00150,39.864089,37.074121,10.85,urban,2025-06-04 13:32:36,2025-06-04 13:33:30,2025-06-04 13:18:36,2025-06-04 14:24:36,10.7,5.9,8.4,12.5,0.9,0,0.398,12,139.3
RT-0019,1,STP-00151,39.442767,37.023663,7.01,highway,2025-06-04 09:04:36,2025-06-04 09:12:54,2025-06-04 08:39:36,2025-06-04 09:52:36,14.2,14.9,4.6,4.2,8.3,0,0.254,11,115.3
RT-0019,2,STP-00152,39.379661,36.875624,24.19,highway,2025-06-04 09:51:06,2025-06-04 09:46:54,2025-06-04 09:33:06,2025-06-04 10:47:06,15.9,16.6,32.3,32.3,-4.2,0,0.001,6,92.1
RT-0019,3,STP-00153,39.752111,37.204639,11.49,highway,2025-06-04 10:19:18,2025-06-04 10:14:18,2025-06-04 09:58:18,2025-06-04 11:58:18,18.3,21.0,12.3,9.6,-5.0,0,0.303,8,176.9
RT-0019,4,STP-00154,39.312633,36.852502,7.96,highway,2025-06-04 10:38:36,2025-06-04 10:43:48,2025-06-04 10:25:36,2025-06-04 11:17:36,5.5,9.0,1.0,-1.3,5.2,0,0.377,1,67.1
RT-0019,5,STP-00155,39.237489,37.031766,24.52,highway,2025-06-04 11:05:54,2025-06-04 11:22:18,2025-06-04 10:35:54,2025-06-04 11:56:54,18.4,17.1,21.8,20.1,16.4,0,0.39,12,11.0
RT-0019,6,STP-00156,39.787898,36.907513,12.0,highway,2025-06-04 11:28:00,2025-06-04 11:33:12,2025-06-04 11:11:00,2025-06-04 12:10:00,13.1,13.9,3.7,6.2,5.2,0,0.144,11,59.9
RT-0019,7,STP-00157,39.531499,36.880856,12.41,highway,2025-06-04 11:54:00,2025-06-04 12:11:36,2025-06-04 11:38:00,2025-06-04 12:45:00,14.0,9.8,12.9,9.3,17.6,0,0.314,4,23.9
RT-0019,8,STP-00158,39.507818,36.984381,13.36,highway,2025-06-04 12:27:06,2025-06-04 12:40:30,2025-06-04 12:05:06,2025-06-04 13:44:06,14.6,15.2,19.1,19.3,13.4,0,0.335,7,41.1
RT-0019,9,STP-00159,39.587521,37.388558,15.41,highway,2025-06-04 13:04:42,2025-06-04 13:30:48,2025-06-04 12:37:42,2025-06-04 14:26:42,6.5,6.0,23.0,25.6,26.1,0,0.327,11,72.0
RT-0019,10,STP-00160,39.22431,37.199854,12.21,highway,2025-06-04 13:16:06,2025-06-04 13:41:30,2025-06-04 12:57:06,2025-06-04 13:56:06,12.1,14.5,4.9,1.8,25.4,0,0.207,15,51.0
RT-0019,11,STP-00161,39.496362,37.491796,15.57,highway,2025-06-04 13:49:42,2025-06-04 14:24:42,2025-06-04 13:34:42,2025-06-04 14:46:42,19.2,18.2,21.5,21.9,35.0,0,0.174,8,38.7
RT-0020,1,STP-00162,39.563782,37.442013,21.35,urban,2025-06-04 07:25:06,2025-06-04 07:36:06,2025-06-04 06:58:06,2025-06-04 08:45:06,18.7,17.4,25.1,23.9,11.0,0,0.005,2,22.0
RT-0020,2,STP-00163,39.84745,37.193879,18.41,urban,2025-06-04 07:58:30,2025-06-04 07:57:12,2025-06-04 07:30:30,2025-06-04 09:42:30,6.7,2.0,14.7,16.4,-1.3,0,0.04,3,33.9
RT-0020,3,STP-00164,39.482082,37.232771,9.29,urban,2025-06-04 08:11:54,2025-06-04 08:14:12,2025-06-04 07:43:54,2025-06-04 09:58:54,11.2,11.4,6.7,6.2,2.3,0,0.272,7,132.7
RT-0020,4,STP-00165,39.412138,36.996243,11.84,urban,2025-06-04 08:29:12,2025-06-04 08:39:24,2025-06-04 08:11:12,2025-06-04 09:46:12,15.4,15.9,6.1,10.4,10.2,0,0.197,1,150.4
RT-0020,5,STP-00166,39.262501,37.109202,18.32,urban,2025-06-04 09:14:48,2025-06-04 09:27:42,2025-06-04 08:54:48,2025-06-04 10:18:48,7.0,4.3,30.2,32.9,12.9,0,0.365,12,91.4
RT-0020,6,STP-00167,39.294955,37.395907,11.96,urban,2025-06-04 09:30:12,2025-06-04 09:41:42,2025-06-04 09:15:12,2025-06-04 10:08:12,10.6,12.8,8.4,8.3,11.5,0,0.352,1,105.5
RT-0020,7,STP-00168,39.776454,37.153588,3.64,urban,2025-06-04 09:48:30,2025-06-04 10:11:42,2025-06-04 09:37:30,2025-06-04 11:04:30,17.6,16.1,7.7,8.0,23.2,0,0.254,4,11.4
RT-0020,8,STP-00169,39.786358,36.981062,5.73,urban,2025-06-04 10:17:42,2025-06-04 10:40:00,2025-06-04 09:52:42,2025-06-04 12:02:42,13.9,13.3,11.6,11.0,22.3,0,0.332,3,192.3
RT-0020,9,STP-00170,39.656111,37.159297,4.99,urban,2025-06-04 10:39:12,2025-06-04 11:07:30,2025-06-04 10:22:12,2025-06-04 12:31:12,17.8,19.1,7.6,8.6,28.3,0,0.346,13,193.2
RT-0020,10,STP-00171,39.413822,37.476917,24.28,urban,2025-06-04 11:23:48,2025-06-04 11:55:06,2025-06-04 11:13:48,2025-06-04 12:21:48,7.0,10.6,26.8,29.4,31.3,0,0.257,3,122.2
RT-0020,11,STP-00172,39.55806,37.263649,12.32,urban,2025-06-04 11:42:18,2025-06-04 12:31:24,2025-06-04 11:16:18,2025-06-04 13:31:18,8.8,9.4,11.5,11.9,49.1,0,0.337,8,63.9
RT-0020,12,STP-00173,39.382803,37.297766,11.23,urban,2025-06-04 12:00:30,2025-06-04 12:55:42,2025-06-04 11:40:30,2025-06-04 13:05:30,9.5,6.4,9.4,7.8,55.2,0,0.357,2,98.9
RT-0021,1,STP-00174,39.704898,37.25878,7.14,rural,2025-06-05 09:04:54,2025-06-05 09:04:30,2025-06-05 08:35:54,2025-06-05 10:25:54,5.9,3.3,4.9,3.2,-0.4,0,0.399,14,161.5
RT-0021,2,STP-00175,39.574245,37.349428,8.71,rural,2025-06-05 09:16:54,2025-06-05 09:19:18,2025-06-05 09:00:54,2025-06-05 10:29:54,5.5,4.1,6.1,5.8,2.4,0,0.363,12,199.0
RT-0021,3,STP-00176,39.707631,37.191322,17.78,rural,2025-06-05 09:34:06,2025-06-05 09:34:24,2025-06-05 09:15:06,2025-06-05 10:16:06,17.6,18.2,11.7,8.4,0.3,0,0.365,15,113.9
RT-0021,4,STP-00177,39.382391,37.005836,23.83,rural,2025-06-05 10:26:12,2025-06-05 10:22:42,2025-06-05 10:07:12,2025-06-05 11:49:12,8.3,6.6,34.5,34.6,-3.5,0,0.34,4,150.1
RT-0022,1,STP-00178,39.408849,36.837843,4.18,mountain,2025-06-05 09:00:36,2025-06-05 08:55:42,2025-06-05 08:34:36,2025-06-05 09:45:36,14.3,12.8,0.6,1.9,-4.9,0,0.342,8,178.4
RT-0022,2,STP-00179,39.256568,37.032841,6.02,mountain,2025-06-05 09:23:42,2025-06-05 09:28:36,2025-06-05 09:09:42,2025-06-05 10:33:42,13.5,12.5,8.8,9.6,4.9,0,0.395,15,197.4
RT-0022,3,STP-00180,39.290584,37.103598,9.9,mountain,2025-06-05 09:54:12,2025-06-05 09:57:36,2025-06-05 09:39:12,2025-06-05 11:26:12,8.1,4.7,17.0,17.8,3.4,0,0.172,13,37.9
RT-0022,4,STP-00181,39.212541,36.802887,12.44,mountain,2025-06-05 10:16:42,2025-06-05 10:19:18,2025-06-05 10:06:42,2025-06-05 11:27:42,13.0,10.5,14.4,14.5,2.6,0,0.293,12,77.8
RT-0022,5,STP-00182,39.403579,37.309482,7.98,mountain,2025-06-05 10:42:24,2025-06-05 10:42:42,2025-06-05 10:27:24,2025-06-05 11:20:24,6.5,5.0,12.7,13.5,0.3,0,0.239,9,119.8
RT-0022,6,STP-00183,39.482374,36.959893,10.43,mountain,2025-06-05 11:13:54,2025-06-05 11:08:54,2025-06-05 10:57:54,2025-06-05 12:04:54,10.1,8.7,25.0,29.2,-5.0,0,0.291,15,100.6
RT-0022,7,STP-00184,39.574313,36.834011,5.89,mountain,2025-06-05 11:30:24,2025-06-05 11:27:06,2025-06-05 11:19:24,2025-06-05 12:48:24,7.5,6.4,6.4,7.5,-3.3,0,0.398,6,143.7
RT-0022,8,STP-00185,39.343846,37.280018,17.56,mountain,2025-06-05 11:58:24,2025-06-05 12:00:54,2025-06-05 11:45:24,2025-06-05 13:38:24,15.3,18.4,20.5,20.4,2.5,0,0.004,7,91.6
RT-0022,9,STP-00186,39.279809,36.874385,12.26,mountain,2025-06-05 12:33:18,2025-06-05 12:41:00,2025-06-05 12:20:18,2025-06-05 14:08:18,14.3,13.3,19.6,19.4,7.7,0,0.079,12,31.7
RT-0022,10,STP-00187,39.681743,37.136465,7.39,mountain,2025-06-05 12:56:00,2025-06-05 13:08:30,2025-06-05 12:41:00,2025-06-05 13:31:00,8.0,6.7,8.4,4.2,12.5,0,0.094,12,84.9
RT-0022,11,STP-00188,39.833346,37.251036,3.28,mountain,2025-06-05 13:10:00,2025-06-05 13:21:30,2025-06-05 12:58:00,2025-06-05 14:45:00,13.6,15.1,6.0,8.9,11.5,0,0.183,8,34.1
RT-0022,12,STP-00189,39.716978,36.866499,24.5,mountain,2025-06-05 13:52:54,2025-06-05 14:08:06,2025-06-05 13:33:54,2025-06-05 15:08:54,17.2,15.6,29.3,29.9,15.2,0,0.303,14,12.7
RT-0023,1,STP-00190,39.770475,36.928009,3.21,highway,2025-06-05 10:08:30,2025-06-05 10:14:00,2025-06-05 09:39:30,2025-06-05 11:12:30,9.9,9.3,8.5,9.1,5.5,0,0.16,15,90.4
RT-0023,2,STP-00191,39.887098,37.391045,24.17,highway,2025-06-05 10:46:42,2025-06-05 10:53:12,2025-06-05 10:31:42,2025-06-05 11:30:42,17.8,20.2,28.3,30.5,6.5,0,0.041,13,87.2
RT-0023,3,STP-00192,39.786976,37.481411,23.05,highway,2025-06-05 11:25:42,2025-06-05 11:30:00,2025-06-05 11:04:42,2025-06-05 13:13:42,11.6,12.1,21.2,24.2,4.3,0,0.052,10,79.1
RT-0023,4,STP-00193,39.720537,37.306641,23.25,highway,2025-06-05 12:09:06,2025-06-05 12:17:18,2025-06-05 11:59:06,2025-06-05 14:09:06,5.7,3.9,31.8,33.5,8.2,0,0.09,5,132.7
RT-0023,5,STP-00194,39.469414,37.387323,24.03,highway,2025-06-05 12:47:54,2025-06-05 12:50:54,2025-06-05 12:30:54,2025-06-05 14:18:54,15.3,17.8,33.1,31.4,3.0,0,0.223,10,23.6
RT-0023,6,STP-00195,39.368624,37.479102,24.73,highway,2025-06-05 13:39:36,2025-06-05 13:50:18,2025-06-05 13:14:36,2025-06-05 14:30:36,7.4,8.5,36.4,38.5,10.7,0,0.02,14,96.5
RT-0024,1,STP-00196,39.283095,37.148161,15.11,urban,2025-06-05 08:11:30,2025-06-05 08:17:54,2025-06-05 07:47:30,2025-06-05 08:52:30,6.2,4.5,11.5,12.9,6.4,0,0.261,8,161.2
RT-0024,2,STP-00197,39.344796,37.270032,5.26,urban,2025-06-05 08:18:36,2025-06-05 08:23:54,2025-06-05 07:49:36,2025-06-05 10:09:36,5.0,7.2,0.9,0.1,5.3,0,0.38,2,159.4
RT-0024,3,STP-00198,39.516773,36.868206,10.99,urban,2025-06-05 08:40:06,2025-06-05 08:44:48,2025-06-05 08:11:06,2025-06-05 10:10:06,11.8,9.9,16.5,16.1,4.7,0,0.264,9,154.6
RT-0024,4,STP-00199,39.775287,37.319758,3.05,urban,2025-06-05 08:51:12,2025-06-05 09:01:42,2025-06-05 08:38:12,2025-06-05 09:26:12,17.0,15.6,-0.7,1.2,10.5,0,0.164,9,106.8
RT-0024,5,STP-00200,39.848639,37.386226,8.59,urban,2025-06-05 09:19:24,2025-06-05 09:29:54,2025-06-05 09:03:24,2025-06-05 10:32:24,17.8,19.1,11.2,12.8,10.5,0,0.236,4,94.1
RT-0024,6,STP-00201,39.502967,37.209584,19.99,urban,2025-06-05 09:54:12,2025-06-05 10:07:42,2025-06-05 09:44:12,2025-06-05 11:31:12,19.3,16.8,17.0,16.8,13.5,0,0.37,3,193.0
RT-0025,1,STP-00202,39.626296,37.284761,18.22,urban,2025-06-05 10:26:06,2025-06-05 10:34:18,2025-06-05 10:06:06,2025-06-05 12:00:06,6.6,5.2,26.1,42.8,8.2,0,0.099,11,122.1
RT-0025,2,STP-00203,39.419738,37.315773,11.75,urban,2025-06-05 10:44:30,2025-06-05 10:50:24,2025-06-05 10:18:30,2025-06-05 11:52:30,17.1,15.0,11.8,20.0,5.9,0,0.221,3,85.5
RT-0025,3,STP-00204,39.425667,36.880784,7.78,urban,2025-06-05 11:12:54,2025-06-05 11:24:48,2025-06-05 10:42:54,2025-06-05 12:04:54,15.3,15.2,11.3,14.8,11.9,0,0.141,15,136.1
RT-0025,4,STP-00205,39.208939,36.874529,13.57,urban,2025-06-05 11:37:48,2025-06-05 11:42:24,2025-06-05 11:10:48,2025-06-05 12:43:48,11.3,9.8,9.6,16.7,4.6,0,0.152,12,179.3
RT-0025,5,STP-00206,39.727516,36.822614,4.17,urban,2025-06-05 11:57:48,2025-06-05 12:08:24,2025-06-05 11:43:48,2025-06-05 12:34:48,16.8,15.2,8.7,13.1,10.6,0,0.326,5,138.3
RT-0025,6,STP-00207,39.68729,37.285055,5.25,urban,2025-06-05 12:26:24,2025-06-05 12:32:42,2025-06-05 12:04:24,2025-06-05 13:26:24,18.0,17.8,11.8,15.1,6.3,0,0.019,12,131.2
RT-0025,7,STP-00208,39.809083,37.380988,11.39,urban,2025-06-05 12:50:24,2025-06-05 13:09:06,2025-06-05 12:32:24,2025-06-05 13:45:24,15.3,12.9,6.0,6.9,18.7,0,0.365,9,15.5
RT-0025,8,STP-00209,39.252128,37.473733,18.5,urban,2025-06-05 13:22:54,2025-06-05 13:36:00,2025-06-05 13:06:54,2025-06-05 14:29:54,13.2,15.0,17.2,21.7,13.1,0,0.294,10,43.3
RT-0026,1,STP-00210,39.227958,37.45004,11.3,highway,2025-06-06 09:07:48,2025-06-06 09:10:36,2025-06-06 08:57:48,2025-06-06 10:19:48,7.0,8.0,7.8,4.3,2.8,0,0.239,10,170.0
RT-0026,2,STP-00211,39.353973,36.928708,20.02,highway,2025-06-06 09:32:00,2025-06-06 09:27:00,2025-06-06 09:11:00,2025-06-06 10:11:00,9.5,7.8,17.2,20.0,-5.0,0,0.027,13,116.7
RT-0026,3,STP-00212,39.726859,37.171349,14.11,highway,2025-06-06 09:53:06,2025-06-06 09:57:06,2025-06-06 09:33:06,2025-06-06 11:05:06,6.4,7.5,11.6,12.3,4.0,0,0.399,4,177.3
RT-0026,4,STP-00213,39.227914,37.419962,21.12,highway,2025-06-06 10:25:30,2025-06-06 10:27:30,2025-06-06 09:55:30,2025-06-06 12:13:30,15.0,14.3,26.0,30.9,2.0,0,0.153,8,51.9
RT-0026,5,STP-00214,39.230696,37.428797,20.52,highway,2025-06-06 11:08:00,2025-06-06 11:13:12,2025-06-06 10:47:00,2025-06-06 12:43:00,15.9,13.8,27.5,32.1,5.2,0,0.077,1,182.7
RT-0027,1,STP-00215,39.679784,37.384966,23.86,highway,2025-06-06 08:34:48,2025-06-06 08:45:42,2025-06-06 08:18:48,2025-06-06 10:29:48,13.1,12.1,34.8,33.8,10.9,0,0.082,1,127.3
RT-0027,2,STP-00216,39.261265,36.837988,21.23,highway,2025-06-06 09:19:18,2025-06-06 09:16:54,2025-06-06 09:05:18,2025-06-06 09:52:18,11.5,12.0,31.4,29.7,-2.4,0,0.318,14,188.3
RT-0027,3,STP-00217,39.282814,36.804129,15.28,highway,2025-06-06 09:45:54,2025-06-06 09:47:30,2025-06-06 09:23:54,2025-06-06 11:10:54,8.9,10.7,15.1,14.3,1.6,0,0.288,7,93.0
RT-0027,4,STP-00218,39.260554,37.335692,4.39,highway,2025-06-06 10:00:00,2025-06-06 10:02:12,2025-06-06 09:47:00,2025-06-06 11:07:00,17.7,16.1,5.2,5.6,2.2,0,0.175,6,186.0
RT-0027,5,STP-00219,39.674102,37.439918,11.69,highway,2025-06-06 10:28:42,2025-06-06 10:28:18,2025-06-06 10:01:42,2025-06-06 11:35:42,13.0,12.7,11.0,12.1,-0.4,0,0.318,3,150.6
RT-0027,6,STP-00220,39.583268,36.859589,19.05,highway,2025-06-06 10:56:00,2025-06-06 11:09:06,2025-06-06 10:45:00,2025-06-06 11:26:00,13.3,12.4,14.3,12.5,13.1,0,0.084,9,32.6
RT-0027,7,STP-00221,39.336028,36.926951,19.31,highway,2025-06-06 11:32:00,2025-06-06 11:36:54,2025-06-06 11:17:00,2025-06-06 12:25:00,18.6,22.3,22.7,23.4,4.9,0,0.32,14,104.9
RT-0027,8,STP-00222,39.338192,37.206417,21.75,highway,2025-06-06 12:23:36,2025-06-06 12:24:06,2025-06-06 12:11:36,2025-06-06 13:30:36,19.9,18.6,33.0,32.3,0.5,0,0.381,8,130.7
RT-0027,9,STP-00223,39.413973,37.208919,10.86,highway,2025-06-06 12:54:48,2025-06-06 13:01:30,2025-06-06 12:34:48,2025-06-06 14:26:48,9.3,10.1,11.3,8.7,6.7,0,0.226,2,180.5
RT-0027,10,STP-00224,39.675706,37.032094,11.02,highway,2025-06-06 13:15:12,2025-06-06 13:32:00,2025-06-06 12:45:12,2025-06-06 14:40:12,5.1,7.0,11.1,10.8,16.8,0,0.192,4,158.2
RT-0028,1,STP-00225,39.713481,37.238633,10.89,mountain,2025-06-06 08:10:54,2025-06-06 08:16:54,2025-06-06 07:52:54,2025-06-06 08:57:54,7.6,6.8,10.9,17.7,6.0,0,0.291,10,21.0
RT-0028,2,STP-00226,39.580429,37.49911,22.63,mountain,2025-06-06 08:49:48,2025-06-06 08:45:54,2025-06-06 08:21:48,2025-06-06 09:46:48,17.2,15.8,31.3,50.0,-3.9,0,0.189,10,84.0
RT-0028,3,STP-00227,39.454706,36.807414,20.05,mountain,2025-06-06 09:28:42,2025-06-06 09:33:12,2025-06-06 09:14:42,2025-06-06 10:57:42,16.6,16.6,21.7,32.3,4.5,0,0.096,12,172.1
RT-0028,4,STP-00228,39.877415,37.315144,24.21,mountain,2025-06-06 10:21:54,2025-06-06 10:24:12,2025-06-06 10:06:54,2025-06-06 12:03:54,16.4,15.5,36.6,58.8,2.3,0,0.193,3,92.0
RT-0028,5,STP-00229,39.528772,37.11825,10.89,mountain,2025-06-06 10:52:30,2025-06-06 11:02:00,2025-06-06 10:36:30,2025-06-06 12:28:30,5.9,4.9,14.2,23.3,9.5,0,0.019,6,50.6
RT-0028,6,STP-00230,39.657573,37.055708,24.57,mountain,2025-06-06 11:24:24,2025-06-06 11:38:06,2025-06-06 11:06:24,2025-06-06 13:08:24,12.8,12.5,26.0,38.6,13.7,0,0.261,14,58.3
RT-0028,7,STP-00231,39.204618,37.417424,21.38,mountain,2025-06-06 11:58:00,2025-06-06 12:08:18,2025-06-06 11:37:00,2025-06-06 13:30:00,18.6,14.6,20.8,32.9,10.3,0,0.176,9,84.1
RT-0028,8,STP-00232,39.704179,37.137062,8.06,mountain,2025-06-06 12:22:12,2025-06-06 12:35:42,2025-06-06 12:09:12,2025-06-06 14:16:12,7.3,10.9,5.6,9.0,13.5,0,0.192,3,75.6
RT-0028,9,STP-00233,39.823558,36.902806,7.64,mountain,2025-06-06 12:43:42,2025-06-06 13:09:42,2025-06-06 12:15:42,2025-06-06 13:33:42,5.3,7.1,14.2,23.3,26.0,0,0.067,1,29.9
RT-0028,10,STP-00234,39.529989,37.137168,23.29,mountain,2025-06-06 13:11:54,2025-06-06 13:37:06,2025-06-06 12:52:54,2025-06-06 13:51:54,19.5,22.2,22.9,35.6,25.2,0,0.088,11,8.6
RT-0029,1,STP-00235,39.613417,36.96087,16.22,mountain,2025-06-06 10:22:00,2025-06-06 10:17:00,2025-06-06 10:07:00,2025-06-06 12:19:00,7.7,9.5,22.0,20.8,-5.0,0,0.154,11,104.6
RT-0029,2,STP-00236,39.61987,37.414427,5.39,mountain,2025-06-06 10:39:06,2025-06-06 10:48:36,2025-06-06 10:10:06,2025-06-06 11:21:06,12.6,16.5,9.4,11.3,9.5,0,0.213,7,166.2
RT-0029,3,STP-00237,39.230407,37.170872,19.55,mountain,2025-06-06 11:21:18,2025-06-06 11:28:12,2025-06-06 10:51:18,2025-06-06 12:46:18,18.5,18.2,29.6,27.7,6.9,0,0.092,9,166.4
RT-0029,4,STP-00238,39.736101,37.43706,20.65,mountain,2025-06-06 12:05:48,2025-06-06 12:06:00,2025-06-06 11:37:48,2025-06-06 12:47:48,13.8,14.5,26.0,24.6,0.2,0,0.034,12,182.0
RT-0029,5,STP-00239,39.658182,37.281437,16.16,mountain,2025-06-06 12:35:18,2025-06-06 12:39:12,2025-06-06 12:07:18,2025-06-06 14:11:18,5.1,5.3,15.7,15.9,3.9,0,0.126,12,158.9
